CountyState,Average,RegionID
"Douglas, CO",483300,119114
"Lancaster, PA",347400,397320
"Hamilton, OH",154600,8003
"Saint Louis, MO",115400,27833
"San Mateo, CA",1404800,53424
"Berrien, MI",126400,42141
"Garrett, MD",180400,45367
"Berks, PA",314900,217138
"Campbell, KY",195700,7935
"Tuscaloosa, AL",218800,34534
"Armstrong, PA",133400,397759
"La Paz, AZ",71100,33569
"Baltimore, MD",533700,32315
"Cuyahoga, OH",112200,26129
"Stark, OH",164000,28334
"Fauquier, VA",388800,47892
"Clinton, PA",145400,56352
"Randolph, NC",104700,4806
"Franklin, VT",228400,11393
"De Soto, LA",226700,23099
"Ellis, TX",388700,19799
"Alexander, NC",203300,5148
"Windham, VT",184300,28733
"Baltimore, MD",461000,43514
"Craighead, AR",121000,52846
"Pasco, FL",90300,396840
"Northampton, PA",234000,27756
"Butler, OH",133600,49593
"Baltimore, MD",624000,3513
"Washington, WI",267900,397462
"Allegheny, PA",109400,31328
"Dallas, IA",179000,38129
"Ripley, IN",263300,44053
"Augusta, VA",325200,54066
"King, WA",639000,6688
"Jackson, MS",131400,36600
"Brown, WI",274500,397362
"Madison, TN",127900,12671
"Beaver, PA",204200,55312
"Bucks, PA",449900,399197
"Suffolk, NY",545500,25789
"Hall, NE",317200,31246
"Lincoln, KY",121100,39086
"La Crosse, WI",163000,23593
"Saline, AR",200500,9533
"Hampshire, MA",302600,12011
"Bucks, PA",414100,17821
"Lee, FL",373700,23763
"Stephens, OK",74300,25762
"Ingham, MI",154300,41600
"Lancaster, PA",319700,396083
"Shasta, CA",468000,9940
"San Joaquin, CA",676800,19462
"Sullivan, IN",66700,31535
"Botetourt, VA",263600,9896
"New Castle, DE",247000,17743
"Yamhill, OR",145800,21304
"Boone, IN",236200,39137
"Walworth, WI",249900,38670
"Gadsden, FL",205200,396878
"Boyd, KY",154700,13624
"Nevada, CA",505500,54223
"Clay, MO",284200,5196
"Pontotoc, MS",92500,35397
"Talbot, MD",361600,24217
"Cheshire, NH",253800,22997
"Ashtabula, OH",129600,31364
"Carroll, GA",114300,15901
"Kalamazoo, MI",136500,44650
"Yakima, WA",141100,56907
"Franklin, MO",146800,44483
"Lawrence, PA",109900,213771
"Chester, PA",465800,397522
"Dane, WI",216400,17721
"Rowan, NC",152600,29613
"Merrimack, NH",281700,10085
"York, PA",271000,36720
"Walworth, WI",236000,252844
"Ionia, MI",244400,28302
"Kendall, IL",226600,19604
"Los Angeles, CA",1894100,33727
"Gwinnett, GA",687600,44140
"Jefferson, PA",77700,3831
"Teller, CO",371900,17781
"Douglas, NV",291300,50107
"Berks, PA",201000,12334
"Skagit, WA",546400,44271
"Henderson, KY",221200,47411
"Monroe, MI",187500,166986
"Dane, WI",157000,398467
"Windham, VT",191600,54939
"Jefferson, NY",190900,396944
"Steuben, NY",76500,397530
"Queen Annes, MD",347500,30891
"San Juan, WA",463100,35395
"Sanders, MT",116600,54688
"Seneca, NY",116800,397301
"Allegan, MI",454300,13723
"Cass, MO",141500,8706
"Hamilton, OH",213600,26147
"Suffolk, NY",512300,4983
"Washington, PA",280500,210128
"Tulare, CA",349200,47812
"Comanche, TX",71000,51672
"Lincoln, MO",219800,6303
"Marion, FL",243000,3419
"Rensselaer, NY",251100,27262
"Dutchess, NY",445000,25183
"Tazewell, IL",156600,29522
"Cumberland, PA",364800,37486
"Stark, OH",156200,27809
"Berkshire, MA",379300,41076
"Niagara, NY",200300,396317
"Schoharie, NY",118100,397657
"Washington, MD",378600,40698
"Cumberland, PA",243600,215418
"Berks, PA",286200,398761
"Nassau, NY",1226900,26850
"Burnett, WI",147800,27821
"Jefferson, NY",163000,41924
"Polk, WI",137900,51443
"Brown, WI",140200,8806
"Coweta, GA",179400,45530
"Washington, NY",218000,34810
"Lake, IL",289200,50492
"Chatham, GA",725200,131771
"Rock, WI",349300,395492
"Venango, PA",191700,397644
"Morgan, GA",282200,3871
"Berks, PA",228300,20203
"Wharton, TX",107600,21525
"Pittsburg, OK",101500,42518
"York, PA",216200,57198
"Columbia, NY",226500,396129
"Guadalupe, TX",395000,25833
"Sussex, NJ",282700,14055
"Summit, OH",323300,26725
"Cape May, NJ",219500,26765
"Wakulla, FL",132700,36641
"Dauphin, PA",253900,397167
"Lake, FL",240900,16088
"Essex, NY",111900,17643
"Windsor, VT",223300,397676
"Kay, OK",115700,34314
"Alamance, NC",256500,9584
"Otsego, NY",152100,17918
"Marion, OR",389900,34358
"Hamilton, OH",104800,200590
"Larimer, CO",392000,37365
"Sussex, NJ",393900,397331
"Monmouth, NJ",442700,7757
"Marinette, WI",115400,28352
"Grant, WI",111500,52006
"West Baton Rouge, LA",211200,3861
"Dukes, MA",799900,14419
"Merrimack, NH",270900,26130
"Lamoille, VT",223300,397846
"Suffolk, NY",350300,3835
"Prince Georges, MD",281200,17295
"Pottawattamie, IA",125000,56443
"Meade, KY",112300,24552
"Guilford, NC",243200,47156
"Grafton, NH",387600,53083
"Larimer, CO",408700,18954
"Charlotte, FL",529200,47146
"Suffolk, NY",1266700,35276
"Lee, MS",139500,33451
"Northumberland, PA",161700,398155
"Nash, NC",209000,23570
"Bennington, VT",164500,6606
"Lackawanna, PA",168700,40500
"Allegany, MD",125700,12865
"McLennan, TX",137000,56829
"Cuyahoga, OH",399200,27653
"Nassau, NY",802500,29295
"Cole, MO",171700,39488
"Windsor, VT",189200,398523
"Lawrence, PA",131200,398693
"Montgomery, MD",929400,39223
"Denton, TX",147100,40336
"Harrison, IN",202900,46732
"Schuylkill, PA",272700,51786
"Strafford, NH",518000,57068
"Fayette, PA",170400,40312
"Carteret, NC",294700,7250
"Chester, PA",389000,398866
"Howard, MD",874700,18217
"Camden, NJ",234800,5563
"Grant, IN",143100,4201
"Lyon, IA",0,5554
"Columbia, NY",363400,43592
"Union, OR",146500,14223
"Grafton, NH",206200,21426
"Gaston, NC",148200,35100
"Guilford, NC",202200,35981
"Albany, NY",390500,42436
"Montgomery, PA",290000,47801
"Cattaraugus, NY",132300,398060
"Lyon, NV",172500,27107
"Litchfield, CT",541000,47646
"Fulton, IN",144600,12189
"New London, CT",332100,18187
"Morgan, IL",139600,55062
"Porter, IN",243500,30666
"Missoula, MT",238600,8285
"Dubois, IN",190300,51007
"Clinton, IN",161500,15174
"Montgomery, MD",2336100,157548
"Chittenden, VT",283200,21256
"Frederick, VA",471200,57131
"Maricopa, AZ",716200,40575
"Floyd, IN",289500,39352
"Fayette, PA",126000,395546
"Saline, AR",154900,56989
"Pinellas, FL",241200,124354
"Monroe, FL",358200,34144
"Salem, NJ",267800,189770
"Lenawee, MI",256400,22184
"Ottawa, MI",347500,27222
"Hennepin, MN",408700,39497
"Hamilton, TN",283300,227756
"Vermilion, IL",82800,30790
"Hawkins, TN",164100,34192
"Berks, PA",380900,396957
"Cheshire, NH",341500,27901
"Contra Costa, CA",632500,35151
"Belknap, NH",244800,7427
"Mercer, PA",164400,397409
"Wake, NC",269400,56281
"Calaveras, CA",505700,24214
"Williamson, TN",394500,4166
"Hillsdale, MI",155800,44413
"Fairfield, OH",198500,30580
"Cheshire, NH",256300,397825
"Walker, GA",172300,35678
"Cattaraugus, NY",64600,52268
"Caddo, LA",119200,17000
"Schuylkill, PA",266500,212367
"Davidson, TN",249200,227768
"Jackson, MI",242000,13332
"Mercer, NJ",730700,47242
"Jackson, FL",84300,24962
"Brunswick, NC",309500,40997
"Cheshire, NH",203900,399006
"Allegheny, PA",88200,7957
"Hamilton, TN",532800,230363
"Columbia, NY",373900,396103
"Polk, WI",137400,8405
"Kent, MD",194200,49522
"El Paso, CO",534100,51865
"Armstrong, PA",84800,398528
"Peoria, IL",134100,5055
"Fairfield, OH",217200,47887
"Washington, OK",118500,9143
"Douglas, OR",194400,55284
"Harford, MD",395500,14624
"Dauphin, PA",187900,395922
"Allegheny, PA",127100,35132
"Cochise, AZ",155200,13233
"Rockland, NY",482300,37895
"Huntingdon, PA",170600,50037
"Jackson, MI",239900,52579
"Spartanburg, SC",171400,53081
"Carter, OK",184500,19079
"Fayette, TN",197500,19477
"Kenton, KY",333000,31103
"Henry, KY",214500,27126
"Rock, WI",290900,398516
"Kalamazoo, MI",110200,19845
"Medina, OH",285800,27207
"Fayette, PA",71800,210124
"Kalamazoo, MI",110100,38638
"Walworth, WI",261200,398598
"Anne Arundel, MD",474600,27877
"McDonough, IL",70200,30974
"Monmouth, NJ",419800,17985
"Denton, TX",244700,32023
"Delaware, IN",102000,16263
"Belknap, NH",326400,23470
"Blue Earth, MN",377400,5753
"Essex, MA",739600,22269
"Prince Georges, MD",491100,41026
"Franklin, MO",306000,18888
"Cumberland, NJ",212600,272590
"Pinellas, FL",597800,20122
"Fort Bend, TX",136500,37164
"Kenosha, WI",437000,398332
"Rensselaer, NY",306400,14574
"Windham, CT",226700,7178
"Fayette, PA",175700,399224
"Haralson, GA",114000,3796
"Trumbull, OH",130500,199601
"Rensselaer, NY",168700,54911
"Augusta, VA",278700,17627
"Kane, IL",225200,52394
"Merrimack, NH",221300,396777
"Vermilion, IL",101300,6277
"Erie, NY",121300,30223
"Westmoreland, PA",93200,396941
"Dane, WI",289000,398543
"Berkshire, MA",325700,50932
"McHenry, IL",274700,52469
"Union, LA",94800,21763
"Clay, FL",442200,123481
"Cleburne, AR",117500,24426
"Posey, IN",233100,48297
"Pottawattamie, IA",115400,37234
"Tuscola, MI",92500,5435
"Jefferson, WA",343700,26589
"Calhoun, MI",242200,31326
"Cattaraugus, NY",64300,397216
"Jasper, IN",179600,40534
"Fulton, NY",283900,398261
"Monmouth, NJ",1723900,27004
"Salem, NJ",160200,32666
"Cattaraugus, NY",147800,396977
"Washington, NE",157100,14856
"Grant, IN",67800,28824
"Walthall, MS",103400,47565
"Erie, PA",231100,31939
"Clinton, NY",77100,38356
"Sumter, SC",85500,52148
"La Salle, IL",132100,56667
"Pulaski, IN",134700,24782
"Shelby, IN",209300,31509
"Montgomery, IN",149000,7803
"Marin, CA",1275600,26567
"Union, NC",282800,22819
"Columbia, NY",235800,396807
"Berrien, MI",111100,11563
"Washington, PA",148600,398936
"Fond du Lac, WI",172600,6773
"Terrebonne, LA",112300,9562
"Kenton, KY",292100,19851
"Worcester, MA",408000,398624
"Madison, TN",78600,53906
"Schuylkill, PA",145600,55456
"Berks, PA",244600,26912
"Peoria, IL",69900,10339
"Mayes, OK",186400,50613
"Washington, PA",172900,398213
"Montgomery, AL",99500,28929
"Grafton, NH",273900,30161
"Butler, PA",152600,42347
"Strafford, NH",365200,47869
"Berks, PA",386000,398390
"York, SC",121200,20445
"Lackawanna, PA",151000,398391
"Hamilton, OH",444200,32698
"Harford, MD",520000,37876
"Orangeburg, SC",109000,46825
"Palm Beach, FL",277300,45859
"Sullivan, TN",262100,47124
"Franklin, MA",340500,22173
"Erie, NY",176900,198439
"Chemung, NY",161800,15291
"Oswego, NY",129500,28189
"Jefferson, AL",60000,38778
"Spokane, WA",341000,4550
"Windham, VT",213200,12431
"Hamilton, TN",415000,226529
"Sauk, WI",292700,50533
"Westmoreland, PA",130700,46775
"Cook, IL",197800,17872
"Ottawa, MI",162800,51525
"Dallas, IA",130000,51711
"Lackawanna, PA",169000,395573
"Montcalm, MI",94000,4270
"Boone, KY",192500,48240
"Cattaraugus, NY",119800,398998
"Warren, NJ",430500,18622
"Hockley, TX",65400,35004
"Berks, PA",214300,27890
"Bucks, PA",734000,217316
"Tipton, IN",223200,27056
"Berks, PA",264600,19094
"Jackson, MI",122200,38880
"Lake, IL",888800,25871
"Wells, IN",129300,46419
"Cape May, NJ",236200,396710
"Columbia, NY",330500,398441
"Rock Island, IL",212000,45635
"Napa, CA",970500,55293
"Grafton, NH",131500,30274
"Lake, FL",203300,37110
"Barnstable, MA",640100,56066
"Tuscola, MI",73100,24663
"Monmouth, NJ",446400,30170
"Queen Annes, MD",461400,37854
"Washington, VT",306800,7737
"Lake, IL",230500,24780
"Queen Annes, MD",589600,9696
"Schuylkill, PA",108800,22518
"Chester, PA",436600,395485
"Cortland, NY",147500,398880
"Pittsburg, OK",81700,13421
"Wayne, IN",152000,38798
"Luzerne, PA",52500,52225
"Washington, VT",257800,19352
"Fond du Lac, WI",160700,19665
"Allegheny, PA",160500,29582
"McNairy, TN",82000,29722
"Caddo, LA",120700,45568
"Cheshire, NH",252100,22085
"Johnson, IN",270600,29755
"Knox, IL",97000,5453
"White, AR",183700,47441
"Pointe Coupee, LA",234800,54931
"Clay, IN",85900,16420
"Worcester, MA",311000,33404
"Monterey, CA",750900,38169
"Orange, NY",265400,198688
"Tuscola, MI",71000,29621
"Hardin, KY",112900,40962
"Saint Louis, MO",116800,172317
"Salem, NJ",171900,395521
"Cass, MI",139200,14358
"Parker, TX",415700,18650
"Jackson, IN",85400,17639
"Waukesha, WI",180200,17247
"Hamilton, TN",206700,43320
"Merrimack, NH",321800,48380
"Henry, TN",130300,48858
"Genesee, NY",115600,398415
"Marion, OR",358400,30295
"Westmoreland, PA",142500,396657
"Schuylkill, PA",199900,397750
"Franklin, MA",452600,15765
"Cecil, MD",334200,44565
"Franklin, VT",168600,399227
"Onondaga, NY",263400,24692
"Garrett, MD",217200,28326
"Hartford, CT",546400,53604
"Seneca, NY",157500,397226
"Jefferson, NY",155500,37772
"Bartholomew, IN",205100,38351
"Beaufort, SC",186700,223164
"Hamilton, OH",185200,11384
"Riverside, CA",419600,49483
"Genesee, MI",57500,26010
"Bucks, PA",300300,29572
"Bell, TX",131400,49667
"Boone, MO",160300,43958
"Putnam, NY",594100,37949
"Suffolk, NY",1613800,47499
"Gila, AZ",310300,56350
"Berks, PA",229700,42306
"Kankakee, IL",246400,42362
"Windham, VT",183400,398911
"Muscatine, IA",0,27971
"Linn, OR",239300,53323
"Camden, NJ",239200,10802
"Polk, WI",163400,51339
"Cleburne, AL",208300,13434
"Hillsborough, NH",265000,11792
"Harnett, NC",220700,37591
"Lake, IL",852100,16472
"Newton, IN",81100,12180
"Mason, WA",454800,30173
"Spokane, WA",253300,39797
"Augusta, VA",302200,44595
"Montgomery, PA",411100,22881
"Lackawanna, PA",146600,398420
"Berks, PA",285600,28861
"Faulkner, AR",192600,45553
"Rockwall, TX",611900,235462
"Madison, NY",184300,397872
"Fayette, PA",73600,50363
"Rensselaer, NY",242600,36314
"Camden, NJ",108100,16654
"Okanogan, WA",126300,54719
"Hillsborough, NH",209100,17741
"Tippecanoe, IN",241300,143833
"Emmons, ND",138100,22481
"Indiana, PA",181100,37625
"Franklin, VA",157500,243783
"Franklin, MA",276700,10914
"Henry, TN",145800,40463
"Washington, NY",202100,45707
"Dane, WI",252600,399264
"Parke, IN",130900,43214
"Berks, PA",303700,399015
"Lancaster, PA",340300,399025
"Lawrence, MO",74800,53444
"Midland, MI",117400,16588
"Fresno, CA",409900,36429
"Northumberland, PA",192400,38383
"Sullivan, IN",60500,42467
"Williamson, TX",155400,24927
"Indiana, PA",145500,55803
"Lackawanna, PA",140500,17477
"Campbell, KY",178900,11901
"Robertson, TN",174500,35154
"Walla Walla, WA",363000,37653
"Lowndes, GA",122000,8925
"Butler, OH",273900,13899
"Rensselaer, NY",140100,47075
"Mercer, PA",133000,397814
"Allegheny, PA",108200,51744
"Lake, IN",74900,53525
"Schuylkill, PA",241900,397751
"Johnson, KS",448200,9864
"Gaston, NC",182600,12459
"Covington, AL",131800,42463
"Vermillion, IN",118600,44496
"Shelby, AL",158000,11812
"Mayes, OK",183400,23400
"Litchfield, CT",620000,37570
"Faulkner, AR",213200,48276
"Tift, GA",171300,16489
"Lavaca, TX",83200,32966
"Franklin, MA",361300,43957
"Boundary, ID",320100,33003
"Lawrence, IN",176000,8416
"Berkshire, MA",226500,4109
"Columbia, NY",390700,10688
"Schenectady, NY",258500,22188
"Pike, GA",156200,29336
"Monmouth, NJ",1030300,21586
"Tipton, IN",158500,56620
"Botetourt, VA",126300,42509
"Cumberland, NJ",239100,272584
"Hunt, TX",63000,48560
"Dane, WI",341500,397348
"Fauquier, VA",393300,23835
"Douglas, OR",210000,56250
"Ontario, NY",284900,397796
"Butte, CA",398600,11180
"Niagara, NY",140100,46519
"Warren, NJ",436500,18469
"Rutland, VT",135200,22189
"Washington, MD",239100,396177
"Volusia, FL",384900,4314
"Ocean, NJ",713800,55913
"Tioga, NY",107300,398780
"Franklin, MA",302600,15115
"Ulster, NY",261400,33490
"Allegheny, PA",180600,35145
"Putnam, FL",184400,45288
"New London, CT",423600,43677
"Tuscaloosa, AL",223900,43683
"Dona Ana, NM",168900,20356
"Steele, MN",234600,28548
"Franklin, MA",363500,7144
"Honolulu, HI",670200,5370
"Windham, VT",143700,15090
"Orleans, VT",147700,398939
"Franklin, MA",402400,31021
"New London, CT",328600,57159
"Los Angeles, CA",3591000,6822
"Orange, FL",452800,26252
"Steuben, IN",197200,39065
"Northumberland, PA",172100,8856
"Saint Joseph, MI",115800,30820
"Cleburne, AL",173800,23002
"Monroe, MI",136100,34062
"Bucks, PA",638200,217287
"Newton, IN",81600,8802
"Chatham, NC",144700,24900
"Winnebago, WI",250900,5557
"Lake, FL",318100,126169
"Lucas, OH",205200,24294
"Stokes, NC",172400,46182
"Hampden, MA",393700,55903
"Outagamie, WI",338500,398227
"Wood, OH",133400,46336
"Chelan, WA",249200,38407
"Gloucester, NJ",278900,19610
"Henderson, NC",328900,28633
"Sedgwick, KS",290200,32270
"Clarke, MS",69300,16116
"York, PA",262200,28557
"Wayne, GA",134500,36175
"Jefferson, NY",196200,38956
"Madison, LA",107900,54655
"Kane, IL",281300,36450
"Williams, OH",130900,46595
"Grafton, NH",193500,397565
"Jennings, IN",145200,23894
"Vermillion, IN",62900,57335
"Addison, VT",271900,12945
"Schuyler, NY",144900,14217
"Allegheny, PA",255700,44129
"Lyon, IA",0,55931
"Saint Clair, IL",48700,31510
"Lyon, IA",0,29644
"Fulton, NY",151900,38410
"Van Buren, MI",122800,19233
"Orange, VT",155200,23166
"Fauquier, VA",550900,14122
"Panola, MS",93300,56452
"Cass, IN",150400,14465
"Knox, IN",74200,26255
"Burke, NC",101000,49077
"Lane, OR",208100,33211
"Oakland, MI",330000,36725
"Hamilton, IN",126300,35040
"Mercer, PA",144100,397022
"Cuyahoga, OH",138800,202663
"Lake, IL",277500,33752
"Lake, OH",287100,40308
"Allegheny, PA",598900,24537
"Dorchester, MD",271400,38297
"Polk, FL",213400,12160
"Monroe, FL",564500,21431
"Sedgwick, KS",65200,396210
"Ogle, IL",35100,53437
"Ocean, NJ",457200,25273
"Henry, IN",159100,43194
"Comal, TX",442200,55735
"Berks, PA",283600,43326
"Miami-Dade, FL",510600,45108
"Iredell, NC",201500,7529
"Washington, MN",379300,12287
"Armstrong, PA",52800,37154
"Saint Charles, LA",159300,51699
"Addison, VT",227200,34117
"Stark, OH",170900,11235
"Allegheny, PA",81600,45052
"Johnson, MO",156400,10763
"Essex, NY",137300,22623
"Brown, TX",61300,16879
"Cumberland, PA",264400,41349
"Saint Louis, MN",155700,169229
"Hawkins, TN",87800,15009
"Sullivan, NH",162800,48090
"Hood, TX",267800,52984
"Merrimack, NH",280300,397373
"Lewis, WA",232800,36881
"Itawamba, MS",151900,38728
"Berrien, MI",119400,54453
"Coffee, TN",264500,9040
"Queen Annes, MD",301900,14026
"East Feliciana, LA",136300,18015
"Hardin, KY",146600,24876
"Prince Georges, MD",301400,51984
"Lancaster, SC",105300,52464
"Clinton, NY",97100,397784
"Cecil, MD",342400,24169
"Franklin, MA",264900,42310
"Washington, PA",136700,12040
"Ulster, NY",176200,45133
"Alamance, NC",167300,25071
"Ontario, NY",155000,397867
"Allegheny, PA",297700,397474
"Northumberland, PA",184300,397367
"Sabine, LA",11422600,55298
"Essex, NY",176500,398312
"Cape May, NJ",280200,26175
"Dearborn, IN",201400,25972
"Fremont, WY",239700,38244
"Calaveras, CA",453000,53467
"Craighead, AR",126500,39830
"Montcalm, MI",127600,9313
"Pinal, AZ",75200,5381
"San Luis Obispo, CA",945300,28143
"Lackawanna, PA",227400,56133
"Northampton, PA",357400,214124
"Okanogan, WA",143600,42787
"York, PA",234200,216620
"Jackson, IN",156500,12999
"Saint Marys, MD",278800,17389
"Fulton, GA",180800,33309
"Oswego, NY",124600,397298
"Allegheny, PA",304300,399090
"Middlesex, CT",420100,5029
"Strafford, NH",327400,22323
"Carroll, IN",142200,3939
"York, PA",230800,49614
"Shelby, KY",170200,55001
"Tarrant, TX",431900,396598
"Callahan, TX",157600,8218
"Litchfield, CT",442800,54289
"Schuylkill, PA",270900,36517
"Saginaw, MI",154300,10534
"Schoharie, NY",180700,13784
"Madison, IN",140200,14040
"Carteret, NC",136500,42776
"Pueblo, CO",233600,22857
"Scott, KY",277600,34111
"Saginaw, MI",165800,8312
"Schoharie, NY",116800,5334
"Kaufman, TX",150700,22217
"Washington, VT",266300,28882
"Berks, PA",316600,398935
"Elk, PA",94600,397058
"Putnam, NY",456700,193460
"Champaign, IL",143300,19927
"Franklin, MO",106700,46716
"Shawnee, KS",118600,9432
"Palm Beach, FL",440000,49134
"Kankakee, IL",208000,53370
"Warren, NY",282800,18628
"Tarrant, TX",132800,22936
"Chester, PA",238900,215812
"Armstrong, PA",70500,21800
"York, PA",250800,216197
"Hampshire, MA",406600,7881
"Allegany, NY",75500,397871
"Washington, AR",389300,14158
"Monmouth, NJ",461200,36989
"Chaffee, CO",392300,26065
"Lake, FL",148900,56163
"Windham, CT",355000,8404
"Shelby, IN",230200,38591
"Orange, NY",367800,396818
"White, AR",172900,22803
"Jefferson, NY",189200,48928
"Ulster, NY",248800,396775
"Fayette, PA",139600,49215
"Dubois, IN",193100,8708
"Westmoreland, PA",208900,212490
"Campbell, KY",176900,54493
"Walker, AL",69200,6426
"Mobile, AL",117800,23564
"Hillsborough, NH",242400,52102
"Montcalm, MI",104100,11424
"Washington, PA",174900,398966
"Broward, FL",478500,11915
"Angelina, TX",76300,22647
"Strafford, NH",266600,397809
"Hardin, TX",221600,47748
"Saint Louis, MO",225900,171753
"Milam, TX",104500,56730
"Huntington, IN",96100,14476
"Hampden, MA",323900,26878
"Saratoga, NY",311200,31365
"Hillsborough, NH",231800,32609
"Yamhill, OR",351300,25456
"Clinton, MI",263400,45331
"Brown, KS",77600,21846
"Armstrong, PA",137700,397515
"Ocean, NJ",348400,24468
"Mendocino, CA",545700,49278
"Brown, WI",171000,398525
"Clark, IN",131100,29711
"Escambia, FL",120100,5853
"Franklin, MA",348900,7067
"Northampton, PA",235800,54213
"Guilford, NC",243100,9228
"Berkshire, MA",464500,395807
"Grand, CO",286000,55874
"Warren, OH",337300,56117
"Douglas, NV",601400,55295
"Marion, IN",119100,55550
"Armstrong, PA",86700,214169
"Armstrong, PA",132200,216980
"Merrimack, NH",322100,10516
"Cook, IL",109800,26480
"Ouray, CO",489000,40569
"Rensselaer, NY",223200,195234
"Cumberland, PA",254400,36414
"Sangamon, IL",161300,4376
"Allegheny, PA",102100,216674
"Essex, NY",208900,397270
"Larimer, CO",319200,12412
"Oakland, MI",413700,3787
"Anne Arundel, MD",524600,31191
"Elk, PA",161700,398291
"Jefferson, NY",149400,395462
"Brown, WI",188300,398885
"Orange, NY",391600,24224
"Washington, FL",89600,34546
"Tarrant, TX",154900,232913
"Worcester, MA",386400,4722
"Kandiyohi, MN",95300,47298
"Lancaster, PA",293500,49500
"Stark, OH",199200,12509
"Mason, WA",349200,47941
"Allen, OH",194100,200793
"Tarrant, TX",324000,29706
"Pottawattamie, IA",148200,15625
"Cameron, TX",136600,236362
"Orangeburg, SC",96500,14356
"Kosciusko, IN",162100,46502
"Berkshire, MA",519900,56246
"Jefferson, MO",192000,14841
"Clackamas, OR",614000,44090
"Weld, CO",444300,18759
"Rockingham, NH",576000,6189
"Putnam, IN",238900,48903
"Gibson, IN",167500,33288
"Bradley, TN",218800,9761
"Williamson, TN",488200,26161
"Cooke, TX",394300,32384
"Franklin, MA",304100,52209
"Dubois, IN",183600,45779
"Columbia, NY",253600,399154
"Litchfield, CT",438600,33133
"Dutchess, NY",374300,53329
"Jefferson, AL",83100,27777
"Jackson, OR",291300,36954
"Dane, WI",280800,395743
"Carroll, NH",224000,397440
"Columbia, WI",214400,30706
"Clinton, PA",144700,397705
"Saint Louis, MO",115500,27713
"Gaston, NC",180800,17615
"Cuyahoga, OH",272500,37611
"La Salle, IL",119100,49386
"Huntingdon, PA",61700,6084
"Putnam, IN",156400,8906
"Hunterdon, NJ",410900,49005
"Kenton, KY",313700,25487
"Champaign, IL",107200,43417
"Dauphin, PA",360000,398222
"Cattaraugus, NY",325300,399033
"Livingston, NY",195700,399065
"Maricopa, AZ",185900,14747
"Howard, MD",735500,31775
"Nassau, NY",1185300,396698
"Campbell, VA",129300,8822
"Independence, AR",112200,12969
"Martin, FL",1042800,40837
"Cheatham, TN",318100,56267
"Dauphin, PA",208900,214346
"Dane, WI",266900,399170
"Weld, CO",379100,32273
"Sangamon, IL",314500,18987
"Franklin, TN",201000,31462
"Anne Arundel, MD",575000,41267
"Champaign, IL",131000,33988
"Washington, MN",510600,39632
"Butte, CA",185900,51000
"Litchfield, CT",518700,7763
"Ottawa, MI",314700,8677
"Spencer, IN",124000,9574
"Dekalb, GA",184100,43068
"Whatcom, WA",594500,250711
"Erie, NY",157200,15044
"Winnebago, WI",265600,397709
"Stokes, NC",156400,13708
"Hampden, MA",257600,30857
"Hampden, MA",183100,34628
"Nassau, NY",1751800,18963
"Rapides, LA",361500,22689
"Douglas, OR",184600,28584
"Rice, MN",485100,48379
"Barry, MI",231300,43401
"Placer, CA",665900,29400
"Starke, IN",172300,45586
"Graham, AZ",231300,29116
"Pierce, WA",808300,52098
"Rutland, VT",192800,397873
"Santa Clara, CA",1229000,116192
"Lake, CA",217500,12710
"Cheatham, TN",153500,17388
"Pacific, WA",219100,53675
"Wayne, IN",162600,57246
"Marion, IN",478800,142985
"Brown, WI",233100,398196
"Tazewell, IL",144500,9812
"Cass, MI",162400,48083
"Tulsa, OK",68700,29573
"Boone, IL",242300,34957
"Beaver, PA",99900,38608
"Tishomingo, MS",93300,23890
"Otsego, NY",375000,44742
"Creek, OK",132500,25397
"Ashtabula, OH",140600,22618
"Henry, TN",136500,13973
"Nassau, NY",2416400,19808
"Stanly, NC",233700,47372
"Champaign, OH",225200,44396
"Sedgwick, KS",240400,52168
"Allegheny, PA",251300,396642
"Washington, VT",202200,26535
"Madison, IN",174300,46420
"Grundy, IL",175600,24381
"Dewitt, IL",85900,51994
"Mercer, PA",135800,397613
"Campbell, VA",113100,17192
"Hillsborough, NH",156100,28405
"Cleveland, OK",92200,36082
"Bonneville, ID",260400,37133
"Hardin, KY",163700,47391
"Okaloosa, FL",245400,43031
"Dauphin, PA",159900,398109
"Palm Beach, FL",1088200,22516
"Grayson, TX",209900,34828
"Franklin, OH",279700,52350
"Campbell, TN",164700,37776
"Beaver, PA",128300,214758
"Cameron, TX",229800,18898
"Orange, NY",256100,26497
"Brown, WI",206000,397822
"Grafton, NH",256900,24783
"Windham, VT",185500,48407
"Frederick, MD",627700,52620
"Weber, UT",523600,4513
"Chaffee, CO",343100,20318
"DeKalb, IL",282300,36747
"Greene, MO",123500,36104
"Siskiyou, CA",138700,51769
"Ulster, NY",208400,195973
"Posey, IN",171700,16483
"Columbia, NY",386600,48776
"McNairy, TN",75700,13987
"Saint Clair, AL",190600,23313
"Tazewell, IL",182400,38816
"Harnett, NC",297900,44370
"Clark, OH",250900,43292
"Carteret, NC",508100,24589
"Outagamie, WI",305300,398658
"Berkshire, MA",429000,16341
"Dane, WI",289700,397259
"Essex, NY",147800,397768
"Polk, WI",160800,32597
"Gloucester, NJ",260800,190474
"Washington, RI",486500,15172
"Luzerne, PA",163500,32365
"Dutchess, NY",381400,195413
"Grant, IN",145100,34204
"Grafton, NH",222500,40662
"Pickens, AL",97500,6718
